Prod:;Derivação;Mês;Código+Derivação;Processo;Classificação Insumos;Estágio;C. Custo;Produto;Deriv.;Descrição;a;Complemento;a2;Consumo Total;a3;U.M.;Custo Direto Unit.;CIF;a4;Custo Padrão;Entrada/Saída
CHPR0323A;020;01/11/2025;CHPR0323A-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;4,284;;M;5,64211;0;;24,170799;
CHPR0323A;020;01/12/2025;CHPR0323A-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;4,284;;M;7,33178;0;;31,409346;
CHPR0323A;030;01/11/2025;CHPR0323A-030;Bruta;Mistura;1000;2180;TMG01016;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;27,434193;0;;27,434193;Saída
CHPR0323A;030;01/12/2025;CHPR0323A-030;Bruta;Mistura;1000;2180;TMG01016;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;29,337783;0;;29,337783;Saída
CHPR0323A;030;01/11/2025;CHPR0323A-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;7,17;;M;5,64211;0;;40,453929;
CHPR0323A;030;01/12/2025;CHPR0323A-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;7,17;;M;7,33178;0;;52,568863;
CHPR0323B;020;01/11/2025;CHPR0323B-020;Bruta;Mistura;1000;2180;TMG01016;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;27,434193;0;;27,434193;Saída
CHPR0323B;020;01/12/2025;CHPR0323B-020;Bruta;Mistura;1000;2180;TMG01016;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;29,337783;0;;29,337783;Saída
CHPR0323B;020;01/11/2025;CHPR0323B-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;4,284;;M;5,64211;0;;24,170799;
CHPR0323B;020;01/12/2025;CHPR0323B-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;4,284;;M;7,33178;0;;31,409346;
CHPR0323B;030;01/11/2025;CHPR0323B-030;Bruta;Mistura;1000;2180;TMG01016;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;27,434193;0;;27,434193;Saída
CHPR0323B;030;01/12/2025;CHPR0323B-030;Bruta;Mistura;1000;2180;TMG01016;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;29,337783;0;;29,337783;Saída
CHPR0323B;030;01/11/2025;CHPR0323B-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;7,17;;M;5,64211;0;;40,453929;
CHPR0323B;030;01/12/2025;CHPR0323B-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;7,17;;M;7,33178;0;;52,568863;
CHPR0323C;020;01/11/2025;CHPR0323C-020;Bruta;Mistura;1000;2180;TMG01016;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;27,434193;0;;27,434193;Saída
CHPR0323C;020;01/12/2025;CHPR0323C-020;Bruta;Mistura;1000;2180;TMG01016;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;29,337783;0;;29,337783;Saída
CHPR0323C;020;01/11/2025;CHPR0323C-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;4,284;;M;5,64211;0;;24,170799;
CHPR0323C;020;01/12/2025;CHPR0323C-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;4,284;;M;7,33178;0;;31,409346;
CHPR0323C;030;01/11/2025;CHPR0323C-030;Bruta;Mistura;1000;2180;TMG01016;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;27,434193;0;;27,434193;Saída
CHPR0323C;030;01/12/2025;CHPR0323C-030;Bruta;Mistura;1000;2180;TMG01016;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;29,337783;0;;29,337783;Saída
CHPR0323C;030;01/11/2025;CHPR0323C-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;7,17;;M;5,64211;0;;40,453929;
CHPR0323C;030;01/12/2025;CHPR0323C-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;7,17;;M;7,33178;0;;52,568863;
CHPR0323D;020;01/11/2025;CHPR0323D-020;Bruta;Mistura;1000;2180;TMG01016;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;27,434193;0;;27,434193;Saída
CHPR0323D;020;01/12/2025;CHPR0323D-020;Bruta;Mistura;1000;2180;TMG01016;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;29,337783;0;;29,337783;Saída
CHPR0323D;020;01/11/2025;CHPR0323D-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;4,284;;M;5,64211;0;;24,170799;
CHPR0323D;020;01/12/2025;CHPR0323D-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;4,284;;M;7,33178;0;;31,409346;
CHPR0323D;030;01/11/2025;CHPR0323D-030;Bruta;Mistura;1000;2180;TMG01016;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;27,434193;0;;27,434193;Saída
CHPR0323D;030;01/12/2025;CHPR0323D-030;Bruta;Mistura;1000;2180;TMG01016;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;29,337783;0;;29,337783;Saída
CHPR0323D;030;01/11/2025;CHPR0323D-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;7,17;;M;5,64211;0;;40,453929;
CHPR0323D;030;01/12/2025;CHPR0323D-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;7,17;;M;7,33178;0;;52,568863;
CHPR0324A;020;01/11/2025;CHPR0324A-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0324A;020;01/12/2025;CHPR0324A-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0324A;020;01/11/2025;CHPR0324A-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;5,64211;0;;20,379301;
CHPR0324A;020;01/12/2025;CHPR0324A-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;7,33178;0;;26,482389;
CHPR0324A;030;01/11/2025;CHPR0324A-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0324A;030;01/12/2025;CHPR0324A-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0324A;030;01/11/2025;CHPR0324A-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;5,64211;0;;34,055776;
CHPR0324A;030;01/12/2025;CHPR0324A-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;7,33178;0;;44,254624;
CHPR0324B;020;01/11/2025;CHPR0324B-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0324B;020;01/12/2025;CHPR0324B-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0324B;020;01/11/2025;CHPR0324B-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;5,64211;0;;20,379301;
CHPR0324B;020;01/12/2025;CHPR0324B-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;7,33178;0;;26,482389;
CHPR0324B;030;01/11/2025;CHPR0324B-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0324B;030;01/12/2025;CHPR0324B-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0324B;030;01/11/2025;CHPR0324B-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;5,64211;0;;34,055776;
CHPR0324B;030;01/12/2025;CHPR0324B-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;7,33178;0;;44,254624;
CHPR0324C;020;01/11/2025;CHPR0324C-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0324C;020;01/12/2025;CHPR0324C-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0324C;020;01/11/2025;CHPR0324C-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;5,64211;0;;20,379301;
CHPR0324C;020;01/12/2025;CHPR0324C-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;7,33178;0;;26,482389;
CHPR0324C;030;01/11/2025;CHPR0324C-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0324C;030;01/12/2025;CHPR0324C-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0324C;030;01/11/2025;CHPR0324C-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;5,64211;0;;34,055776;
CHPR0324C;030;01/12/2025;CHPR0324C-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;7,33178;0;;44,254624;
CHPR0324D;020;01/11/2025;CHPR0324D-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0324D;020;01/12/2025;CHPR0324D-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0324D;020;01/11/2025;CHPR0324D-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;5,64211;0;;20,379301;
CHPR0324D;020;01/12/2025;CHPR0324D-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;7,33178;0;;26,482389;
CHPR0324D;030;01/11/2025;CHPR0324D-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0324D;030;01/12/2025;CHPR0324D-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0324D;030;01/11/2025;CHPR0324D-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;5,64211;0;;34,055776;
CHPR0324D;030;01/12/2025;CHPR0324D-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;7,33178;0;;44,254624;
CHPR0325A;020;01/11/2025;CHPR0325A-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0325A;020;01/12/2025;CHPR0325A-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0325A;020;01/11/2025;CHPR0325A-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;5,64211;0;;20,379301;
CHPR0325A;020;01/12/2025;CHPR0325A-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;7,33178;0;;26,482389;
CHPR0325A;030;01/11/2025;CHPR0325A-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0325A;030;01/12/2025;CHPR0325A-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0325A;030;01/11/2025;CHPR0325A-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;5,64211;0;;34,055776;
CHPR0325A;030;01/12/2025;CHPR0325A-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;7,33178;0;;44,254624;
CHPR0325B;020;01/11/2025;CHPR0325B-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0325B;020;01/12/2025;CHPR0325B-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0325B;020;01/11/2025;CHPR0325B-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;5,64211;0;;20,379301;
CHPR0325B;020;01/12/2025;CHPR0325B-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;7,33178;0;;26,482389;
CHPR0325B;030;01/11/2025;CHPR0325B-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0325B;030;01/12/2025;CHPR0325B-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0325B;030;01/11/2025;CHPR0325B-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;5,64211;0;;34,055776;
CHPR0325B;030;01/12/2025;CHPR0325B-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;7,33178;0;;44,254624;
CHPR0325C;020;01/11/2025;CHPR0325C-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0325C;020;01/12/2025;CHPR0325C-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0325C;020;01/11/2025;CHPR0325C-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;5,64211;0;;20,379301;
CHPR0325C;020;01/12/2025;CHPR0325C-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;7,33178;0;;26,482389;
CHPR0325C;030;01/11/2025;CHPR0325C-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0325C;030;01/12/2025;CHPR0325C-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0325C;030;01/11/2025;CHPR0325C-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;5,64211;0;;34,055776;
CHPR0325C;030;01/12/2025;CHPR0325C-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;7,33178;0;;44,254624;
CHPR0325D;020;01/11/2025;CHPR0325D-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0325D;020;01/12/2025;CHPR0325D-020;Bruta;Mistura;1000;2180;TMG01015;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0325D;020;01/11/2025;CHPR0325D-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;5,64211;0;;20,379301;
CHPR0325D;020;01/12/2025;CHPR0325D-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;3,612;;M;7,33178;0;;26,482389;
CHPR0325D;030;01/11/2025;CHPR0325D-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;24,170704;0;;24,170704;Saída
CHPR0325D;030;01/12/2025;CHPR0325D-030;Bruta;Mistura;1000;2180;TMG01015;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F  - DUREZA 08;;1;;M2;25,774661;0;;25,774661;Saída
CHPR0325D;030;01/11/2025;CHPR0325D-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;5,64211;0;;34,055776;
CHPR0325D;030;01/12/2025;CHPR0325D-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;6,036;;M;7,33178;0;;44,254624;
CHPR0328A;020;01/11/2025;CHPR0328A-020;Bruta;Mistura;1000;2180;TMG01016;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;27,434193;0;;27,434193;Saída
CHPR0328A;020;01/12/2025;CHPR0328A-020;Bruta;Mistura;1000;2180;TMG01016;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;29,337783;0;;29,337783;Saída
CHPR0328A;020;01/11/2025;CHPR0328A-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;4,284;;M;5,64211;0;;24,170799;
CHPR0328A;020;01/12/2025;CHPR0328A-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;4,284;;M;7,33178;0;;31,409346;
CHPR0328A;030;01/11/2025;CHPR0328A-030;Bruta;Mistura;1000;2180;TMG01016;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;27,434193;0;;27,434193;Saída
CHPR0328A;030;01/12/2025;CHPR0328A-030;Bruta;Mistura;1000;2180;TMG01016;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;29,337783;0;;29,337783;Saída
CHPR0328A;030;01/11/2025;CHPR0328A-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;7,17;;M;5,64211;0;;40,453929;
CHPR0328A;030;01/12/2025;CHPR0328A-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;7,17;;M;7,33178;0;;52,568863;
CHPR0328B;020;01/11/2025;CHPR0328B-020;Bruta;Mistura;1000;2180;TMG01016;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;27,434193;0;;27,434193;Saída
CHPR0328B;020;01/12/2025;CHPR0328B-020;Bruta;Mistura;1000;2180;TMG01016;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;29,337783;0;;29,337783;Saída
CHPR0328B;020;01/11/2025;CHPR0328B-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;4,284;;M;5,64211;0;;24,170799;
CHPR0328B;020;01/12/2025;CHPR0328B-020;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;4,284;;M;7,33178;0;;31,409346;
CHPR0328B;030;01/11/2025;CHPR0328B-030;Bruta;Mistura;1000;2180;TMG01016;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;27,434193;0;;27,434193;Saída
CHPR0328B;030;01/12/2025;CHPR0328B-030;Bruta;Mistura;1000;2180;TMG01016;030;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;29,337783;0;;29,337783;Saída
CHPR0328B;030;01/11/2025;CHPR0328B-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;7,17;;M;5,64211;0;;40,453929;
CHPR0328B;030;01/12/2025;CHPR0328B-030;Bruta;MOD;1000;2800;;;MF-09 - Tear Mult Ramos 04 - 72F;;;;7,17;;M;7,33178;0;;52,568863;
CHPR0328C;020;01/11/2025;CHPR0328C-020;Bruta;Mistura;1000;2180;TMG01016;020;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;MF 04 -  TEAR MULTIFIOS RAMOS 1 - 72F - DUREZA 09;;1;;M2;27,434193;0;;27,434193;Saída
